evaluator_name,evaluator_expertise,prompt_idx,model_a_clarity,model_a_appropriateness,model_a_accuracy,model_a_consistency,model_a_empathy,model_b_clarity,model_b_appropriateness,model_b_accuracy,model_b_consistency,model_b_empathy,model_c_clarity,model_c_appropriateness,model_c_accuracy,model_c_consistency,model_c_empathy,notes
Rater_5,Cognitive / intellectual disabilities,36,3,4,4,3,3,3,4,4,3,3,3,3,4,3,3,
Rater_7,Communication disabilities / AAC,34,2,1,3,2,2,2,2,2,2,2,2,2,1,2,3,
Rater_4,Cognitive / intellectual disabilities,47,4,4,3,3,4,3,3,2,2,3,4,5,3,4,4,
Rater_6,AI accessibility research,35,5,4,4,4,3,4,4,4,4,4,5,5,4,4,3,
Rater_7,Communication disabilities / AAC,35,2,1,2,2,2,2,1,1,4,4,2,1,2,2,2,
Rater_5,Cognitive / intellectual disabilities,37,4,5,5,4,4,4,4,4,3,4,3,3,4,3,3,
Rater_7,Communication disabilities / AAC,36,2,3,3,2,1,2,3,3,2,2,2,2,2,2,1,
Rater_4,Cognitive / intellectual disabilities,48,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,
Rater_5,Cognitive / intellectual disabilities,38,2,3,4,3,3,4,4,3,3,3,2,4,4,3,3,
Rater_6,AI accessibility research,36,1,4,4,4,3,4,4,3,4,4,5,4,4,3,4,
Rater_7,Communication disabilities / AAC,37,3,3,3,3,2,3,2,2,2,3,2,3,2,1,2,
Rater_7,Communication disabilities / AAC,38,2,2,3,2,2,2,2,3,3,2,3,3,3,2,2,
Rater_6,AI accessibility research,37,3,4,3,5,4,4,4,5,5,2,4,5,4,2,3,
Rater_5,Cognitive / intellectual disabilities,39,2,3,5,3,2,2,3,4,3,4,2,3,4,3,4,
Rater_7,Communication disabilities / AAC,39,3,3,3,3,3,3,2,2,2,3,2,2,3,1,3,
Rater_4,Cognitive / intellectual disabilities,49,5,4,4,4,3,4,4,4,4,3,5,3,5,5,5,
Rater_7,Communication disabilities / AAC,40,3,2,2,3,2,2,2,2,1,2,3,3,2,2,2,
Rater_4,Cognitive / intellectual disabilities,50,5,5,4,5,5,4,4,3,4,4,4,4,4,4,4,
Rater_6,AI accessibility research,38,4,5,4,3,3,4,3,4,4,3,3,5,5,3,4,
Rater_5,Cognitive / intellectual disabilities,40,2,5,4,3,3,3,2,4,3,4,3,4,3,3,3,
Rater_7,Communication disabilities / AAC,41,2,2,2,5,2,2,2,1,5,2,1,2,1,5,4,
Rater_7,Communication disabilities / AAC,42,2,2,2,3,2,2,1,1,2,2,3,2,4,2,3,
Rater_4,Cognitive / intellectual disabilities,51,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,
Rater_6,AI accessibility research,39,4,5,4,4,4,5,5,3,4,4,5,3,5,5,4,
Rater_5,Cognitive / intellectual disabilities,41,2,5,5,3,3,3,5,5,3,2,2,4,3,3,3,
Rater_7,Communication disabilities / AAC,43,2,1,1,3,2,2,2,3,1,3,2,2,2,2,1,
Rater_7,Communication disabilities / AAC,44,2,3,2,3,3,3,3,3,3,2,2,2,1,3,2,
Rater_4,Cognitive / intellectual disabilities,52,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,
Rater_6,AI accessibility research,40,5,3,4,4,3,4,5,3,3,4,4,5,5,4,3,
Rater_7,Communication disabilities / AAC,45,3,1,2,5,2,1,1,1,5,3,1,1,2,4,3,
Rater_5,Cognitive / intellectual disabilities,42,3,2,4,3,3,3,5,3,3,3,2,5,4,3,3,
Rater_7,Communication disabilities / AAC,46,2,2,2,3,2,2,2,2,3,2,3,3,2,3,2,
Rater_4,Cognitive / intellectual disabilities,53,4,4,4,5,3,4,4,4,4,4,3,3,3,2,4,
Rater_6,AI accessibility research,41,3,5,4,3,2,4,5,4,2,3,5,4,3,3,4,
Rater_5,Cognitive / intellectual disabilities,43,3,2,4,4,4,4,4,4,3,3,2,3,4,3,3,
Rater_7,Communication disabilities / AAC,47,4,2,2,3,2,2,2,2,2,2,2,2,2,2,3,
Rater_7,Communication disabilities / AAC,48,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Rater_5,Cognitive / intellectual disabilities,44,3,4,4,4,3,3,5,5,3,3,2,3,4,3,3,
Rater_7,Communication disabilities / AAC,49,2,2,3,3,2,2,1,2,3,2,2,2,4,3,3,
Rater_6,AI accessibility research,42,5,4,4,3,3,3,4,3,2,4,4,4,4,4,4,
Rater_4,Cognitive / intellectual disabilities,54,4,4,3,4,3,3,5,4,4,4,3,3,3,3,3,
Rater_7,Communication disabilities / AAC,50,2,2,3,3,2,2,2,3,3,3,3,1,2,2,3,
Rater_5,Cognitive / intellectual disabilities,45,2,1,4,3,3,3,4,4,3,3,3,3,4,3,3,
Rater_7,Communication disabilities / AAC,51,3,2,3,2,2,2,2,3,2,3,2,2,2,3,2,
Rater_6,AI accessibility research,43,5,4,4,4,5,5,2,2,4,4,5,4,3,3,5,
Rater_5,Cognitive / intellectual disabilities,46,3,3,5,4,3,2,3,4,3,3,3,4,4,3,3,
Rater_4,Cognitive / intellectual disabilities,55,4,3,3,3,3,4,3,4,3,3,4,4,3,3,4,
Rater_7,Communication disabilities / AAC,52,2,2,1,2,3,3,2,2,2,2,2,1,2,2,1,
Rater_6,AI accessibility research,44,5,4,3,3,3,4,5,5,3,3,4,4,5,3,4,
Rater_7,Communication disabilities / AAC,53,2,2,3,2,2,2,2,3,2,3,2,2,3,3,2,
Rater_5,Cognitive / intellectual disabilities,47,3,4,5,3,3,3,4,3,3,3,3,4,4,3,4,
Rater_4,Cognitive / intellectual disabilities,56,4,4,4,5,4,4,4,3,3,3,4,3,3,3,4,
Rater_5,Cognitive / intellectual disabilities,48,3,5,5,4,4,3,4,3,3,3,2,4,4,3,3,
Rater_7,Communication disabilities / AAC,54,3,1,4,3,2,3,2,3,2,2,2,2,3,1,2,
Rater_6,AI accessibility research,45,4,4,4,4,4,4,5,3,4,3,4,4,4,4,4,
Rater_4,Cognitive / intellectual disabilities,57,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,
Rater_7,Communication disabilities / AAC,55,2,3,5,3,2,2,2,5,4,3,2,3,1,3,3,
Rater_5,Cognitive / intellectual disabilities,49,2,4,4,3,3,4,4,4,3,3,3,3,4,4,4,
Rater_7,Communication disabilities / AAC,56,2,2,3,3,2,2,3,3,3,2,2,2,2,3,2,
Rater_6,AI accessibility research,46,3,4,4,5,3,4,4,5,3,3,4,4,4,4,4,
Rater_4,Cognitive / intellectual disabilities,58,4,3,3,4,3,4,3,3,4,4,4,2,4,4,4,
Rater_7,Communication disabilities / AAC,57,3,2,2,2,3,3,2,2,3,2,3,2,2,2,3,
Rater_5,Cognitive / intellectual disabilities,50,3,5,4,3,3,3,4,3,2,3,5,4,4,3,3,
Rater_7,Communication disabilities / AAC,58,3,2,2,3,3,3,3,2,3,3,3,3,4,3,2,
Rater_5,Cognitive / intellectual disabilities,51,3,4,4,4,3,4,4,4,3,3,3,3,4,3,3,
Rater_7,Communication disabilities / AAC,59,2,1,2,3,3,3,2,3,2,3,2,3,1,3,3,
Rater_6,AI accessibility research,47,3,4,4,3,3,4,4,4,3,3,5,4,4,2,3,
Rater_4,Cognitive / intellectual disabilities,59,4,3,4,4,4,4,4,4,3,4,4,4,3,3,2,
Rater_6,AI accessibility research,48,5,4,4,3,3,5,4,5,4,3,5,4,3,3,3,
Rater_5,Cognitive / intellectual disabilities,52,4,4,5,4,4,4,3,4,4,4,5,5,5,5,4,
Rater_6,AI accessibility research,49,4,5,5,4,3,5,4,3,4,3,5,4,3,3,3,
Rater_5,Cognitive / intellectual disabilities,53,4,4,4,4,3,2,5,5,3,4,4,4,4,4,4,
Rater_5,Cognitive / intellectual disabilities,54,3,5,4,5,4,3,5,5,4,4,3,3,4,4,3,
Rater_6,AI accessibility research,50,4,5,3,3,3,4,4,5,4,3,4,4,5,4,4,
Rater_5,Cognitive / intellectual disabilities,55,4,5,4,5,4,2,4,4,5,4,3,5,4,4,3,
Rater_6,AI accessibility research,51,5,3,5,3,3,4,5,5,4,3,3,5,4,4,4,
Rater_5,Cognitive / intellectual disabilities,56,3,5,4,3,4,2,4,4,4,4,2,4,5,3,3,
Rater_6,AI accessibility research,52,4,4,4,3,3,3,4,4,4,3,5,5,4,4,4,
Rater_5,Cognitive / intellectual disabilities,57,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,
Rater_6,AI accessibility research,53,5,3,3,3,3,5,5,3,2,4,5,4,4,4,4,
Rater_5,Cognitive / intellectual disabilities,58,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,
Rater_6,AI accessibility research,54,5,4,4,5,3,4,5,4,3,3,5,4,4,3,3,
Rater_6,AI accessibility research,55,5,4,4,3,3,5,5,4,3,3,4,4,4,3,4,
Rater_5,Cognitive / intellectual disabilities,59,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_6,AI accessibility research,56,5,4,3,3,4,4,4,2,3,3,4,4,3,4,4,
Rater_6,AI accessibility research,57,4,3,3,3,3,5,5,4,3,4,5,4,5,3,3,
Rater_6,AI accessibility research,58,4,5,4,4,4,4,4,3,4,4,4,4,5,3,4,
Rater_6,AI accessibility research,59,4,5,3,3,4,5,3,4,5,3,3,3,5,3,2,
Rater_8,Clinical / rehabilitation,0,5,3,4,4,2,5,4,4,5,4,5,5,5,5,5,
Rater_8,Clinical / rehabilitation,1,5,3,4,3,2,3,3,4,3,3,5,3,5,3,5,
Rater_8,Clinical / rehabilitation,2,5,4,3,4,2,3,3,3,4,3,5,5,5,5,5,
Rater_8,Clinical / rehabilitation,3,3,5,4,3,4,5,4,4,3,4,4,4,4,4,4,
Rater_8,Clinical / rehabilitation,4,3,4,4,4,3,3,3,3,3,3,5,4,4,3,4,
Rater_8,Clinical / rehabilitation,5,1,2,2,3,4,4,4,3,4,4,5,4,4,4,4,
Rater_8,Clinical / rehabilitation,6,1,3,1,3,1,3,1,2,2,2,4,5,5,5,5,
Rater_8,Clinical / rehabilitation,7,3,4,1,3,3,4,3,3,3,3,5,5,5,5,5,
Rater_8,Clinical / rehabilitation,8,2,2,2,2,2,4,3,4,4,2,4,3,4,3,3,
Rater_8,Clinical / rehabilitation,9,5,5,5,4,4,5,5,4,3,3,5,4,5,3,3,
Rater_8,Clinical / rehabilitation,10,3,4,4,3,4,5,4,4,3,3,5,5,5,5,4,
Rater_8,Clinical / rehabilitation,11,4,3,4,3,4,4,4,4,3,3,4,3,4,4,4,
Rater_8,Clinical / rehabilitation,12,4,4,4,2,3,3,4,3,4,3,4,3,5,4,4,
Rater_8,Clinical / rehabilitation,13,4,4,4,3,3,4,3,3,4,3,5,5,5,5,5,
Rater_8,Clinical / rehabilitation,14,5,3,3,2,2,3,4,2,3,4,5,5,5,5,5,
Rater_8,Clinical / rehabilitation,15,2,2,1,2,1,2,3,4,3,2,5,5,4,3,5,
Rater_8,Clinical / rehabilitation,16,5,4,4,4,5,3,4,3,3,3,5,5,5,5,5,
Rater_8,Clinical / rehabilitation,17,3,3,4,3,3,3,4,4,3,5,5,3,3,3,4,
Rater_8,Clinical / rehabilitation,18,5,5,3,4,4,5,5,4,3,2,5,5,5,5,5,
Rater_8,Clinical / rehabilitation,19,3,4,3,3,4,5,3,5,3,5,5,5,5,5,5,
Rater_8,Clinical / rehabilitation,20,5,3,2,4,2,5,4,4,3,4,4,4,3,4,3,
Rater_8,Clinical / rehabilitation,21,4,3,4,2,4,5,3,3,2,4,5,5,5,5,5,
Rater_8,Clinical / rehabilitation,22,2,2,2,2,2,3,3,3,3,2,5,5,5,5,5,
Rater_8,Clinical / rehabilitation,23,4,5,2,3,3,4,4,3,3,3,5,5,5,5,5,
Rater_8,Clinical / rehabilitation,24,4,5,4,4,4,3,3,3,3,3,3,3,3,3,3,
Rater_8,Clinical / rehabilitation,25,2,4,2,3,3,3,3,3,4,4,4,4,4,4,4,
Rater_8,Clinical / rehabilitation,26,1,1,2,2,2,2,3,3,2,2,3,2,3,3,3,
Rater_8,Clinical / rehabilitation,27,3,4,4,3,3,4,4,4,3,4,4,4,3,3,4,
Rater_8,Clinical / rehabilitation,28,4,3,3,3,3,4,3,3,3,3,2,3,2,2,3,
Rater_8,Clinical / rehabilitation,29,1,2,2,3,3,2,2,3,2,1,1,2,2,3,2,
Rater_8,Clinical / rehabilitation,30,2,3,2,3,2,3,3,4,2,2,3,2,3,2,1,
Rater_8,Clinical / rehabilitation,31,2,3,3,2,2,3,2,3,3,3,2,2,3,2,2,
Rater_8,Clinical / rehabilitation,32,3,2,2,2,2,4,3,2,3,3,5,5,5,5,5,
Rater_8,Clinical / rehabilitation,33,3,2,2,3,2,3,2,3,3,2,4,2,3,3,5,
Rater_8,Clinical / rehabilitation,34,1,2,1,1,1,3,3,2,3,2,3,3,4,4,1,
Rater_8,Clinical / rehabilitation,35,4,2,3,2,2,3,3,2,2,2,3,3,3,3,2,
Rater_8,Clinical / rehabilitation,36,3,3,2,2,4,3,3,4,3,3,4,3,3,3,3,
Rater_8,Clinical / rehabilitation,37,4,3,3,3,3,4,2,2,2,3,5,2,2,1,2,
Rater_8,Clinical / rehabilitation,38,3,1,1,1,2,2,1,2,2,2,2,2,3,3,3,
Rater_8,Clinical / rehabilitation,39,3,3,4,2,2,3,3,3,3,2,2,3,3,3,3,
Rater_8,Clinical / rehabilitation,40,3,4,3,4,3,4,3,4,2,3,4,3,2,3,2,
Rater_8,Clinical / rehabilitation,41,4,3,3,3,3,3,3,4,2,4,4,3,3,4,3,
Rater_8,Clinical / rehabilitation,42,4,3,4,4,2,4,4,4,2,3,3,3,4,3,2,
Rater_8,Clinical / rehabilitation,43,5,3,4,3,3,4,4,4,4,4,2,3,2,2,1,
Rater_8,Clinical / rehabilitation,44,5,3,3,4,4,4,3,4,2,4,4,2,5,1,1,
Rater_8,Clinical / rehabilitation,45,5,5,3,4,1,5,5,3,4,3,4,4,3,4,2,
Rater_8,Clinical / rehabilitation,46,4,4,3,3,3,4,3,3,3,4,3,2,3,3,4,
Rater_8,Clinical / rehabilitation,47,5,5,5,5,5,4,3,3,3,3,4,3,3,3,2,
Rater_8,Clinical / rehabilitation,48,3,3,2,4,3,3,4,4,2,3,4,4,4,4,2,
Rater_8,Clinical / rehabilitation,49,3,5,3,3,2,4,4,4,5,3,3,3,3,3,2,
Rater_8,Clinical / rehabilitation,50,3,3,3,3,2,3,2,2,1,1,4,3,1,1,1,
Rater_8,Clinical / rehabilitation,51,3,3,3,2,2,3,3,2,3,3,2,1,2,4,4,
Rater_8,Clinical / rehabilitation,52,3,3,3,3,1,2,3,2,3,3,3,2,4,5,2,
Rater_8,Clinical / rehabilitation,53,4,2,2,2,3,3,2,2,3,3,3,3,4,3,2,
Rater_8,Clinical / rehabilitation,54,4,2,2,3,2,3,3,3,4,3,3,3,3,3,3,
Rater_8,Clinical / rehabilitation,55,3,3,3,2,1,3,5,2,2,2,3,2,3,3,2,
Rater_8,Clinical / rehabilitation,56,3,3,2,2,2,3,4,2,1,4,1,1,3,4,3,
Rater_8,Clinical / rehabilitation,57,3,3,2,2,2,3,2,2,3,2,3,3,3,4,2,
Rater_8,Clinical / rehabilitation,58,3,3,2,1,3,3,4,3,2,3,4,4,4,4,2,
Rater_8,Clinical / rehabilitation,59,5,4,3,1,3,5,3,4,5,2,3,4,3,3,4,
Rater_9,Other,0,5,5,5,5,4,2,2,2,3,3,4,4,4,4,3,"Model B didn't complete the sentence, it just gave more options instead. Model C gave a normal completion but added more context to it."
Rater_9,Other,1,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,
Rater_9,Other,2,4,5,5,5,5,1,1,1,2,1,4,4,4,4,4,Model B provides series of options rather than sticking to one request
Rater_9,Other,3,4,4,4,4,4,2,2,2,2,2,3,2,2,2,2,
Rater_9,Other,4,5,5,5,4,5,3,3,3,3,3,3,3,3,3,3,
Rater_9,Other,5,3,3,3,3,4,4,4,4,2,3,2,1,3,2,3,
Rater_9,Other,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,
Rater_9,Other,7,3,3,3,3,3,2,2,2,2,2,3,3,3,2,2,
Rater_9,Other,8,3,5,5,5,5,2,2,2,1,1,5,5,5,5,5,
Rater_9,Other,9,3,4,4,3,4,4,3,3,2,3,4,3,4,4,4,
Rater_9,Other,10,4,3,4,3,4,3,3,3,3,4,4,4,4,4,4,
Rater_9,Other,11,3,3,3,3,4,2,2,2,2,2,4,4,4,4,5,
Rater_9,Other,12,3,3,2,2,3,3,2,2,3,2,4,4,4,4,4,
Rater_9,Other,13,4,5,4,4,4,3,3,3,2,3,3,3,3,3,4,
Rater_9,Other,14,4,4,4,4,4,2,2,2,2,2,5,5,5,5,5,
Rater_9,Other,15,3,3,3,3,2,3,2,2,1,1,4,4,4,5,5,
Rater_9,Other,16,4,4,4,4,4,2,2,2,1,2,4,4,4,4,4,
Rater_9,Other,17,3,3,3,4,4,2,2,2,3,3,3,3,3,4,4,
Rater_9,Other,18,4,4,4,4,4,3,3,3,3,3,5,5,5,5,5,
Rater_9,Other,19,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,
Rater_9,Other,20,4,4,4,4,4,2,2,2,2,2,4,4,4,4,3,
Rater_9,Other,21,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,
Rater_9,Other,22,4,4,4,4,4,2,2,2,2,2,5,5,5,5,5,
Rater_9,Other,23,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,
Rater_9,Other,24,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,
Rater_9,Other,25,4,5,4,5,5,3,3,3,3,4,4,4,4,4,4,
Rater_9,Other,26,4,4,4,4,4,2,2,2,4,4,5,4,4,4,4,
Rater_9,Other,27,4,4,4,4,4,1,2,2,2,2,4,4,4,4,4,
Rater_9,Other,28,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,"The rest of the models seem to understand the urgency but the model B isn't giving answer based on context dependancy, an urgent situation doesn't require other options."
Rater_9,Other,29,3,3,3,3,3,3,3,3,2,2,4,4,4,3,4,
Rater_9,Other,30,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,
Rater_9,Other,31,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,
Rater_9,Other,32,4,4,4,4,4,3,4,3,4,3,4,4,4,3,3,
Rater_9,Other,33,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,
Rater_9,Other,34,5,5,5,5,5,2,2,2,2,2,5,5,5,5,5,
Rater_9,Other,35,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,
Rater_9,Other,36,3,3,3,2,3,2,2,2,2,2,3,3,3,3,3,
Rater_9,Other,37,3,3,3,3,3,2,2,2,2,2,4,4,4,4,4,
Rater_9,Other,38,5,5,5,5,5,1,1,1,1,1,4,4,4,4,4,
Rater_9,Other,39,4,4,4,4,4,1,1,1,1,1,3,3,3,3,3,
Rater_9,Other,40,3,3,3,3,3,4,4,4,3,3,1,1,1,1,1,
Rater_9,Other,41,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,
Rater_9,Other,42,3,3,3,3,3,4,4,4,4,4,2,2,2,2,2,
Rater_9,Other,43,2,3,2,2,3,2,2,2,2,3,3,2,2,1,1,
Rater_9,Other,44,2,2,2,2,2,4,4,4,4,4,1,1,1,1,1,
Rater_9,Other,45,3,3,3,3,3,4,4,4,4,4,2,2,2,2,2,
Rater_9,Other,46,4,4,4,4,4,3,3,3,3,3,2,2,2,1,1,
Rater_9,Other,47,4,4,4,4,4,5,5,5,5,5,1,1,1,1,1,
Rater_9,Other,48,3,3,3,3,3,2,2,1,2,2,1,1,1,1,1,
Rater_9,Other,49,3,3,3,3,3,4,4,4,4,4,1,2,1,1,1,
Rater_9,Other,50,2,2,3,3,3,4,4,4,4,5,1,1,1,1,1,
Rater_9,Other,51,3,3,3,3,3,3,2,3,3,3,2,2,2,2,1,
Rater_9,Other,52,3,3,3,3,3,4,4,3,4,4,2,2,2,2,1,
Rater_9,Other,53,2,2,2,2,3,4,4,4,4,4,1,1,1,1,1,
Rater_9,Other,54,3,3,3,3,3,3,4,2,4,4,2,2,2,2,1,
Rater_9,Other,55,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,
Rater_9,Other,56,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,
Rater_9,Other,57,3,3,3,3,4,2,2,2,2,3,2,2,2,2,2,
Rater_9,Other,58,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,
Rater_9,Other,59,2,2,2,2,2,3,3,3,3,3,1,1,1,1,1,
Rater_11,Text simplification / plain language,0,3,2,2,2,1,4,4,4,2,2,1,1,1,1,2,
Rater_11,Text simplification / plain language,1,3,1,1,1,1,4,4,4,4,5,1,2,1,2,3,
Rater_11,Text simplification / plain language,2,1,2,2,3,2,5,5,5,5,5,2,3,3,2,2,
Rater_11,Text simplification / plain language,3,1,2,3,2,1,5,5,5,5,5,3,3,5,2,3,
Rater_11,Text simplification / plain language,4,3,4,3,4,4,5,5,5,5,5,4,4,4,5,5,
Rater_12,AI accessibility research,0,2,3,3,1,2,3,4,3,2,2,4,2,4,2,2,
Rater_12,AI accessibility research,1,4,3,4,2,3,3,3,3,3,3,3,4,3,2,2,
Rater_12,AI accessibility research,2,4,3,3,2,3,3,3,2,2,3,3,3,3,2,2,
Rater_12,AI accessibility research,3,3,3,3,3,3,3,4,4,2,3,3,3,4,2,3,
Rater_12,AI accessibility research,4,4,5,5,4,4,5,4,3,2,4,4,4,5,3,4,
Rater_12,AI accessibility research,5,5,5,4,2,5,5,4,4,2,4,4,4,3,2,4,
Rater_12,AI accessibility research,6,4,4,3,2,4,4,3,4,2,3,5,4,5,3,3,
Rater_12,AI accessibility research,7,4,4,4,2,3,4,5,4,4,4,4,5,5,2,4,
Rater_12,AI accessibility research,8,5,4,4,2,3,4,4,4,4,4,5,4,5,4,4,
Rater_12,AI accessibility research,9,5,5,5,2,4,5,5,3,2,4,5,5,5,3,4,
Rater_12,AI accessibility research,10,4,4,4,4,4,4,5,5,4,3,5,4,4,4,4,
Rater_12,AI accessibility research,11,5,5,4,4,4,5,5,4,2,2,5,4,4,2,3,
Rater_12,AI accessibility research,12,5,5,5,3,4,4,4,4,4,3,4,3,4,4,4,
Rater_12,AI accessibility research,13,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,
Rater_12,AI accessibility research,14,5,4,4,4,5,5,4,4,3,4,5,4,5,5,5,
Rater_12,AI accessibility research,15,5,4,5,5,4,4,4,3,4,4,5,4,5,5,4,
Rater_12,AI accessibility research,16,4,5,4,4,4,5,5,3,4,4,4,4,4,5,5,
Rater_12,AI accessibility research,17,4,4,5,4,3,5,4,5,4,4,4,5,5,4,3,
Rater_12,AI accessibility research,18,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,
Rater_12,AI accessibility research,19,4,4,5,4,4,4,4,4,4,3,4,5,3,4,4,
Rater_12,AI accessibility research,20,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,
Rater_12,AI accessibility research,21,3,4,5,4,5,5,3,3,3,5,4,5,4,4,4,
Rater_12,AI accessibility research,22,5,4,5,4,3,5,4,5,4,4,5,5,5,5,5,
Rater_12,AI accessibility research,23,4,4,5,4,4,5,4,4,5,5,4,5,3,4,4,
Rater_12,AI accessibility research,24,4,4,4,5,3,4,4,4,4,5,4,3,4,4,4,
Rater_12,AI accessibility research,25,4,4,4,4,4,4,5,4,3,5,4,4,5,4,4,
Rater_12,AI accessibility research,26,4,5,4,4,5,4,4,5,4,4,4,5,4,4,4,
Rater_12,AI accessibility research,27,4,4,5,4,4,4,3,3,4,5,5,4,4,4,4,
Rater_12,AI accessibility research,28,4,4,3,4,5,5,4,4,4,4,5,5,5,4,4,
Rater_12,AI accessibility research,29,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,
Rater_11,Text simplification / plain language,5,3,2,4,4,4,5,5,5,5,5,2,1,3,3,3,
Rater_11,Text simplification / plain language,6,3,5,3,4,4,5,5,5,5,5,1,1,2,2,1,
Rater_11,Text simplification / plain language,7,4,5,5,4,4,5,5,5,5,5,2,2,2,4,3,
Rater_11,Text simplification / plain language,8,4,3,2,4,3,5,5,5,4,5,5,5,5,5,5,
Rater_11,Text simplification / plain language,9,5,5,5,4,5,5,5,5,5,5,4,3,4,4,4,
Rater_11,Text simplification / plain language,10,4,4,3,3,3,4,4,5,5,5,4,4,4,4,4,
Rater_11,Text simplification / plain language,11,3,3,3,3,4,4,4,5,4,4,5,5,5,5,5,
Rater_11,Text simplification / plain language,12,3,3,3,4,4,5,5,5,5,5,3,3,3,4,4,
Rater_11,Text simplification / plain language,13,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,
Rater_11,Text simplification / plain language,14,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,
Rater_11,Text simplification / plain language,15,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,
Rater_11,Text simplification / plain language,16,5,4,4,5,5,5,5,5,5,5,4,4,4,4,4,
Rater_11,Text simplification / plain language,17,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,
Rater_11,Text simplification / plain language,18,5,4,4,4,5,5,5,5,5,5,3,4,4,4,5,
Rater_11,Text simplification / plain language,19,4,4,3,3,5,5,5,4,5,5,3,3,3,4,3,
Rater_11,Text simplification / plain language,20,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,
Rater_11,Text simplification / plain language,21,5,4,4,3,5,5,4,4,5,3,5,4,4,4,4,
Rater_11,Text simplification / plain language,22,3,4,5,5,5,5,5,4,5,5,5,5,4,5,5,
Rater_11,Text simplification / plain language,23,4,4,5,4,5,5,5,5,5,5,5,4,5,5,4,
Rater_11,Text simplification / plain language,24,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_11,Text simplification / plain language,25,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,
Rater_11,Text simplification / plain language,26,5,5,5,4,5,3,3,3,4,5,3,3,3,4,5,
Rater_11,Text simplification / plain language,27,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,
Rater_11,Text simplification / plain language,28,5,3,4,4,5,4,3,4,4,5,5,5,5,5,5,
Rater_11,Text simplification / plain language,29,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,
Rater_11,Text simplification / plain language,30,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_11,Text simplification / plain language,31,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,
Rater_11,Text simplification / plain language,32,4,4,3,3,4,4,3,3,3,5,5,5,5,5,5,
Rater_11,Text simplification / plain language,33,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,
Rater_11,Text simplification / plain language,34,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_11,Text simplification / plain language,35,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_11,Text simplification / plain language,36,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_11,Text simplification / plain language,37,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
