evaluator_name,evaluator_expertise,prompt_idx,model_a_clarity,model_a_appropriateness,model_a_accuracy,model_a_consistency,model_a_empathy,model_b_clarity,model_b_appropriateness,model_b_accuracy,model_b_consistency,model_b_empathy,model_c_clarity,model_c_appropriateness,model_c_accuracy,model_c_consistency,model_c_empathy,notes
Rater_11,Text simplification / plain language,38,5,4,3,5,5,4,4,3,5,5,4,4,4,4,5,
Rater_11,Text simplification / plain language,39,3,2,2,2,3,5,5,5,5,5,3,3,4,3,5,
Rater_11,Text simplification / plain language,40,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_11,Text simplification / plain language,41,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_11,Text simplification / plain language,42,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,
Rater_11,Text simplification / plain language,43,4,4,4,5,5,5,5,5,5,5,5,5,3,5,5,
Rater_11,Text simplification / plain language,44,3,4,3,5,5,5,5,5,5,5,3,3,3,3,3,
Rater_11,Text simplification / plain language,45,2,3,3,4,4,5,5,5,5,5,3,3,3,4,3,
Rater_11,Text simplification / plain language,46,5,5,5,5,5,5,5,5,5,5,3,2,3,4,5,
Rater_11,Text simplification / plain language,47,4,4,4,4,5,4,5,5,5,5,2,3,3,4,5,
Rater_11,Text simplification / plain language,48,4,5,5,5,5,5,5,5,5,5,3,3,3,4,5,
Rater_11,Text simplification / plain language,49,4,3,4,4,5,5,5,5,5,5,2,2,4,5,5,
Rater_11,Text simplification / plain language,50,5,5,5,5,5,5,5,5,5,5,3,2,4,3,5,
Rater_11,Text simplification / plain language,51,5,5,5,5,5,5,5,5,5,5,2,3,3,3,5,
Rater_11,Text simplification / plain language,52,3,3,3,4,5,5,4,4,5,5,3,2,3,4,5,
Rater_11,Text simplification / plain language,53,5,5,5,5,5,4,5,4,4,5,3,3,4,5,5,
Rater_11,Text simplification / plain language,54,3,4,4,5,5,3,4,5,5,5,4,3,5,4,4,
Rater_11,Text simplification / plain language,55,4,4,5,5,5,4,4,5,4,3,5,1,3,3,5,
Rater_11,Text simplification / plain language,56,5,4,5,5,5,4,4,4,4,4,1,4,5,5,5,
Rater_11,Text simplification / plain language,57,4,4,4,5,5,5,5,5,5,5,3,3,3,4,5,
Rater_11,Text simplification / plain language,58,4,4,4,4,5,5,5,5,5,5,2,2,3,4,5,
Rater_11,Text simplification / plain language,59,3,4,5,5,5,5,5,4,5,5,3,3,3,4,2,
Rater_13,Text simplification / plain language,0,5,1,1,3,5,5,5,5,5,5,4,2,1,4,4,
Rater_13,Text simplification / plain language,1,5,5,4,4,5,5,5,4,5,5,5,4,3,4,3,
Rater_13,Text simplification / plain language,2,5,5,5,3,3,3,4,4,4,5,5,4,4,5,5,
Rater_13,Text simplification / plain language,3,5,4,4,3,4,5,5,5,5,5,3,4,3,3,4,
Rater_13,Text simplification / plain language,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,
Rater_13,Text simplification / plain language,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_13,Text simplification / plain language,6,5,5,4,3,5,5,5,5,5,4,4,5,4,4,3,
Rater_13,Text simplification / plain language,7,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,
Rater_13,Text simplification / plain language,8,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,
Rater_13,Text simplification / plain language,9,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,
Rater_13,Text simplification / plain language,10,5,5,5,5,3,4,4,5,5,4,4,5,5,5,4,
Rater_13,Text simplification / plain language,11,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,
Rater_13,Text simplification / plain language,12,4,3,3,4,5,5,5,5,5,5,5,5,4,5,5,
Rater_13,Text simplification / plain language,13,5,4,5,5,5,4,5,5,5,5,4,4,5,4,5,
Rater_13,Text simplification / plain language,14,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,
Rater_13,Text simplification / plain language,15,4,4,3,5,5,5,5,5,5,5,5,4,5,5,5,
Rater_13,Text simplification / plain language,16,5,5,5,3,4,3,4,3,5,4,5,5,5,5,5,
Rater_13,Text simplification / plain language,17,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,
Rater_13,Text simplification / plain language,18,5,5,3,5,5,5,5,5,5,5,5,5,4,5,5,
Rater_13,Text simplification / plain language,19,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,
Rater_13,Text simplification / plain language,20,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_13,Text simplification / plain language,21,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,
Rater_13,Text simplification / plain language,22,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_13,Text simplification / plain language,23,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_13,Text simplification / plain language,24,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,
Rater_13,Text simplification / plain language,25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_13,Text simplification / plain language,26,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,
Rater_13,Text simplification / plain language,27,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_13,Text simplification / plain language,28,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_13,Text simplification / plain language,29,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,
Rater_13,Text simplification / plain language,30,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,
Rater_13,Text simplification / plain language,31,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,
Rater_13,Text simplification / plain language,32,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,
Rater_13,Text simplification / plain language,33,3,4,4,4,3,5,5,5,5,5,5,5,5,5,5,
Rater_13,Text simplification / plain language,34,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,
Rater_13,Text simplification / plain language,35,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_13,Text simplification / plain language,36,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,
Rater_13,Text simplification / plain language,37,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,
Rater_13,Text simplification / plain language,38,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,
Rater_13,Text simplification / plain language,39,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,Model 2 (the model that provides a variety of answers) tends to allow greater accuracy across the five dimensions.
Rater_13,Text simplification / plain language,40,4,5,4,3,5,5,5,5,5,5,5,4,5,5,4,
Rater_13,Text simplification / plain language,41,4,4,5,5,4,4,5,5,5,5,4,5,5,5,4,
Rater_13,Text simplification / plain language,42,4,5,4,5,5,5,5,5,5,5,4,5,4,5,4,
Rater_13,Text simplification / plain language,43,4,5,4,5,4,4,5,5,4,5,4,4,4,5,4,
Rater_13,Text simplification / plain language,44,4,5,4,4,5,5,5,5,5,5,4,5,4,5,5,
Rater_13,Text simplification / plain language,45,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,
Rater_13,Text simplification / plain language,46,4,5,5,5,5,5,5,5,5,5,4,5,4,5,4,
Rater_13,Text simplification / plain language,47,4,5,5,4,5,4,5,5,5,5,5,5,4,5,5,
Rater_13,Text simplification / plain language,48,4,5,5,5,4,5,5,5,5,5,3,5,4,5,5,
Rater_13,Text simplification / plain language,49,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,
Rater_13,Text simplification / plain language,50,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,
Rater_13,Text simplification / plain language,51,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,
Rater_13,Text simplification / plain language,52,5,5,5,5,5,4,5,5,5,5,3,5,4,5,4,
Rater_13,Text simplification / plain language,53,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,
Rater_13,Text simplification / plain language,54,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,
Rater_13,Text simplification / plain language,55,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,
Rater_13,Text simplification / plain language,56,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_13,Text simplification / plain language,57,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,
Rater_13,Text simplification / plain language,58,4,5,4,5,5,5,5,5,5,1,3,4,4,5,5,
Rater_13,Text simplification / plain language,59,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,
Rater_14,Text simplification / plain language,0,5,3,4,3,3,5,5,5,5,5,5,4,4,3,4,
Rater_14,Text simplification / plain language,1,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,
Rater_14,Text simplification / plain language,2,5,4,5,5,4,5,5,5,5,4,4,4,4,4,4,
Rater_14,Text simplification / plain language,3,5,5,5,5,5,5,4,4,4,4,1,5,1,1,5,The two parts of model C are inconsistent.
Rater_14,Text simplification / plain language,4,5,4,4,5,5,5,5,5,5,4,5,5,5,5,4,
Rater_14,Text simplification / plain language,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,
Rater_14,Text simplification / plain language,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_14,Text simplification / plain language,7,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,I think the second sentence in Model C is not necessary
Rater_14,Text simplification / plain language,8,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,
Rater_14,Text simplification / plain language,9,5,1,5,5,5,5,4,5,5,5,4,5,5,5,5,
Rater_14,Text simplification / plain language,10,5,5,5,5,4,5,5,5,4,4,5,5,5,4,5,
Rater_14,Text simplification / plain language,11,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,
Rater_14,Text simplification / plain language,12,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,
Rater_14,Text simplification / plain language,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,
Rater_14,Text simplification / plain language,14,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,
Rater_14,Text simplification / plain language,15,5,4,5,5,5,5,5,4,4,4,5,4,5,5,4,
Rater_14,Text simplification / plain language,16,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_14,Text simplification / plain language,17,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,
Rater_14,Text simplification / plain language,18,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,
Rater_14,Text simplification / plain language,19,5,5,5,5,4,5,4,4,4,4,5,5,5,5,5,
Rater_14,Text simplification / plain language,20,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,
Rater_14,Text simplification / plain language,21,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,
Rater_14,Text simplification / plain language,22,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,
Rater_14,Text simplification / plain language,23,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_14,Text simplification / plain language,24,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,
Rater_14,Text simplification / plain language,25,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,More casual will work just fine
Rater_14,Text simplification / plain language,26,5,4,5,5,5,5,5,5,5,5,5,4,4,4,5,
Rater_14,Text simplification / plain language,27,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,
Rater_14,Text simplification / plain language,28,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Rater_14,Text simplification / plain language,29,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,He shouldn't be missing his wife if he's home. It should be along the lines of the person missing his wife and wanting to go home instead.
Rater_14,Text simplification / plain language,30,5,5,4,5,5,4,4,4,5,5,5,5,5,5,5,
Rater_15,AI accessibility research,0,5,5,5,4,5,2,3,1,3,4,4,3,4,4,5,
Rater_14,Text simplification / plain language,31,5,4,4,5,4,5,4,4,4,5,5,4,4,4,5,
Rater_14,Text simplification / plain language,32,5,4,4,4,5,4,4,5,5,4,5,5,5,5,4,
Rater_14,Text simplification / plain language,33,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,
Rater_14,Text simplification / plain language,34,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,
Rater_14,Text simplification / plain language,35,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,
Rater_14,Text simplification / plain language,36,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,
Rater_14,Text simplification / plain language,37,5,4,3,4,5,5,4,5,4,5,5,3,4,5,5,
Rater_15,AI accessibility research,1,5,3,5,5,3,4,5,2,5,5,4,4,4,5,4,"If accuracy means the output should be factually correct and true to the prompt, then rating model B is quite dicey. This is because the prompt says 1 - 2 sentences but B always provides about 4 options and 5 - 6 sentences. 

Model B is probably going to be the most accurate for the user because it gives options unlike the others, but that's against the prompt given and rating rubic."
Rater_14,Text simplification / plain language,38,5,5,5,5,5,4,3,4,4,5,5,3,4,4,5,
Rater_15,AI accessibility research,2,5,3,5,5,3,4,5,2,5,5,4,3,4,5,4,
Rater_14,Text simplification / plain language,39,5,5,5,5,5,4,3,4,3,5,5,4,1,2,4,
Rater_15,AI accessibility research,3,5,3,4,5,4,4,4,2,5,4,5,3,4,2,3,
Rater_14,Text simplification / plain language,40,4,5,5,5,5,3,4,3,4,5,5,5,2,3,5,
Rater_14,Text simplification / plain language,41,5,4,4,4,5,4,3,2,3,4,5,5,4,4,5,
Rater_15,AI accessibility research,4,5,4,4,5,2,3,5,3,5,5,5,4,5,5,3,"For my understanding of what was written, empathy means respecting the users dignity and autonomy which means their ability to make choices or initiate conversation without someone taking over from the. Option B does that because now they have a range of sentences to select from unlike the rest that doesn't really give them a choice. 

And in my opinion empathy from model A and C is not that great when it comes to AAC"
Rater_14,Text simplification / plain language,42,5,4,5,4,5,5,5,4,5,5,3,3,3,4,5,
Rater_15,AI accessibility research,5,5,4,5,5,3,4,5,3,5,5,3,3,3,4,1,
Rater_15,AI accessibility research,6,5,4,4,5,1,5,5,3,5,5,2,2,4,5,2,"I fear that my idea of accuracy is wrong because model C doesn't seem accurate if it's based on trying to figure out the exact needs of the user. 

Since the prompt however said 1 - 2 sentence and to keep it natural and clear, then model C is accurate in that regard and model B isn't."
Rater_15,AI accessibility research,7,4,3,4,5,4,4,5,3,5,5,4,4,4,5,2,
Rater_15,AI accessibility research,8,5,5,5,5,4,4,5,2,5,5,5,3,5,3,2,
Rater_15,AI accessibility research,9,5,3,3,5,4,2,4,3,5,5,2,2,5,5,4,
Rater_15,AI accessibility research,10,4,4,4,5,2,4,4,2,5,5,5,5,5,5,5,
Rater_15,AI accessibility research,11,5,4,3,5,4,5,5,3,5,5,4,4,5,4,3,
Rater_14,Text simplification / plain language,43,3,3,2,3,5,4,3,4,5,5,3,4,3,3,4,
Rater_15,AI accessibility research,12,4,3,5,3,3,4,4,2,4,5,4,3,2,5,5,
Rater_14,Text simplification / plain language,44,5,5,5,5,5,5,4,4,5,5,5,4,3,5,5,
Rater_14,Text simplification / plain language,45,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,
Rater_14,Text simplification / plain language,46,5,5,5,5,5,5,5,4,5,5,5,4,3,4,5,
Rater_14,Text simplification / plain language,47,5,5,4,5,5,5,5,4,5,5,5,4,3,5,5,
Rater_14,Text simplification / plain language,48,5,4,4,5,4,5,4,4,4,5,5,5,4,5,5,
Rater_14,Text simplification / plain language,49,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,
Rater_14,Text simplification / plain language,50,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,
Rater_14,Text simplification / plain language,51,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,
Rater_14,Text simplification / plain language,52,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,
Rater_15,AI accessibility research,13,5,3,5,5,3,5,5,2,5,5,3,4,4,5,3,
Rater_15,AI accessibility research,14,5,4,5,5,4,5,5,3,5,5,5,3,3,5,3,
Rater_15,AI accessibility research,15,5,3,4,5,3,4,5,3,5,5,5,3,4,5,3,
Rater_15,AI accessibility research,16,5,2,4,5,2,5,5,2,5,4,3,3,5,5,2,
Rater_15,AI accessibility research,17,4,3,5,5,2,5,5,2,5,5,4,2,5,5,3,
Rater_15,AI accessibility research,18,4,2,4,5,2,4,5,2,5,5,4,3,4,5,3,
Rater_15,AI accessibility research,19,5,3,4,5,2,5,5,2,5,5,5,3,5,5,3,
Rater_15,AI accessibility research,20,5,3,5,5,3,4,5,2,5,5,5,3,5,5,2,
Rater_15,AI accessibility research,21,5,3,5,5,2,5,5,3,4,5,5,3,4,5,4,
Rater_15,AI accessibility research,22,5,3,4,5,3,5,5,3,5,5,5,2,4,5,2,
Rater_14,Text simplification / plain language,53,5,5,5,5,5,5,3,5,4,4,4,5,4,5,5,
Rater_15,AI accessibility research,23,5,3,4,5,2,5,2,5,5,2,4,3,4,5,4,
Rater_14,Text simplification / plain language,54,5,5,5,5,5,4,4,3,5,5,4,4,3,5,4,
Rater_14,Text simplification / plain language,55,5,5,5,5,5,5,4,4,3,4,3,4,4,4,4,
Rater_15,AI accessibility research,24,5,3,5,5,3,5,5,2,4,5,5,3,5,5,3,
Rater_14,Text simplification / plain language,56,5,5,5,5,5,4,4,4,5,4,5,5,4,5,4,
Rater_14,Text simplification / plain language,57,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,
Rater_14,Text simplification / plain language,58,5,5,5,5,5,4,4,4,4,5,5,4,2,2,5,
Rater_15,AI accessibility research,25,5,5,5,5,5,1,1,1,1,1,4,4,4,4,4,
Rater_14,Text simplification / plain language,59,5,5,4,5,5,5,4,4,5,5,4,3,3,4,5,
Rater_15,AI accessibility research,26,4,3,3,4,4,1,1,2,2,2,5,5,5,5,5,
Rater_15,AI accessibility research,27,5,5,5,5,5,1,1,2,2,1,4,4,4,4,4,
Rater_15,AI accessibility research,28,4,5,5,5,5,1,1,2,2,2,4,4,4,4,4,
Rater_15,AI accessibility research,29,5,3,5,5,5,1,2,2,3,2,5,2,3,3,3,
Rater_15,AI accessibility research,30,5,5,5,5,5,2,1,1,2,1,5,5,5,5,4,
Rater_15,AI accessibility research,31,5,5,4,5,5,2,1,2,2,2,5,5,5,5,5,
Rater_15,AI accessibility research,32,5,5,5,5,5,2,2,2,3,2,4,3,4,5,4,
Rater_15,AI accessibility research,33,5,5,4,5,5,1,2,1,1,1,4,4,4,5,5,
Rater_15,AI accessibility research,34,5,5,4,5,5,1,1,2,2,2,5,5,5,5,5,
Rater_15,AI accessibility research,35,5,5,5,5,5,3,4,3,4,3,5,4,5,5,5,
Rater_15,AI accessibility research,36,4,4,5,5,4,2,1,2,2,3,5,3,5,4,5,
Rater_15,AI accessibility research,37,2,3,4,4,5,2,2,1,2,3,5,3,4,5,5,
Rater_15,AI accessibility research,38,5,5,5,4,4,3,3,2,2,2,3,4,4,3,5,
Rater_15,AI accessibility research,39,5,2,2,4,4,3,3,5,3,3,5,2,2,5,4,
Rater_15,AI accessibility research,40,2,3,4,3,3,4,3,3,4,4,5,5,5,5,5,
Rater_15,AI accessibility research,41,5,5,5,5,5,3,2,3,4,3,5,3,4,4,4,
Rater_15,AI accessibility research,42,4,4,5,5,5,4,3,3,2,3,5,5,3,4,5,
Rater_15,AI accessibility research,43,4,3,2,5,5,1,2,2,2,3,4,4,5,4,5,
Rater_15,AI accessibility research,44,4,4,4,4,3,3,3,2,4,5,5,5,5,5,4,
Rater_15,AI accessibility research,45,3,4,4,4,4,3,2,2,3,2,5,5,5,5,5,
Rater_15,AI accessibility research,46,2,3,3,3,3,2,1,2,1,1,5,5,4,5,5,
Rater_15,AI accessibility research,47,3,2,3,3,4,3,2,2,1,4,5,5,4,5,5,
Rater_15,AI accessibility research,48,3,3,3,3,4,3,2,2,3,2,5,5,5,5,4,
Rater_15,AI accessibility research,49,4,3,4,4,4,2,1,2,2,2,5,5,5,5,5,
Rater_15,AI accessibility research,50,3,3,4,4,4,1,1,2,2,2,5,5,5,5,5,
Rater_15,AI accessibility research,51,4,4,5,4,4,5,2,3,3,4,5,5,5,4,5,
Rater_15,AI accessibility research,52,4,4,4,5,4,2,1,2,2,3,5,5,5,5,5,
Rater_15,AI accessibility research,53,5,4,5,4,5,2,2,2,2,3,5,5,5,5,5,
Rater_15,AI accessibility research,54,4,2,1,4,3,2,2,2,1,2,5,5,4,5,5,
Rater_15,AI accessibility research,55,5,4,4,4,4,2,2,1,2,2,5,5,5,5,5,
Rater_15,AI accessibility research,56,4,4,4,5,3,2,2,2,3,3,5,5,5,5,5,
Rater_15,AI accessibility research,57,5,4,5,5,5,2,2,2,2,2,5,5,5,5,5,
Rater_15,AI accessibility research,58,5,5,5,5,5,3,2,5,3,4,4,4,4,4,4,
Rater_15,AI accessibility research,59,4,4,4,5,5,4,1,1,3,2,4,4,3,4,4,
Rater_12,AI accessibility research,30,4,5,4,4,5,4,4,5,5,5,4,5,3,4,4,
Rater_12,AI accessibility research,31,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,
Rater_12,AI accessibility research,32,3,4,5,5,4,4,4,4,4,4,5,5,5,5,5,
Rater_12,AI accessibility research,33,4,4,5,4,4,4,5,4,3,4,4,5,5,4,4,
Rater_12,AI accessibility research,34,4,5,4,4,5,4,5,5,5,5,5,4,4,4,5,
Rater_12,AI accessibility research,35,4,5,5,5,5,4,4,4,5,4,5,4,4,4,5,
Rater_12,AI accessibility research,36,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,
Rater_12,AI accessibility research,37,4,5,4,4,5,4,5,4,5,5,4,5,4,5,5,
Rater_12,AI accessibility research,38,4,4,5,4,4,4,5,3,5,4,4,4,4,5,4,
Rater_12,AI accessibility research,39,4,4,3,5,4,4,5,4,4,4,4,4,4,5,4,
Rater_12,AI accessibility research,40,4,5,4,4,4,4,4,4,4,5,4,4,3,4,3,
Rater_12,AI accessibility research,41,4,4,5,4,4,4,4,3,4,4,4,4,5,4,4,
Rater_12,AI accessibility research,42,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,
Rater_12,AI accessibility research,43,4,4,4,4,4,4,5,4,5,4,5,5,4,5,4,
Rater_12,AI accessibility research,44,4,4,4,4,4,5,5,4,5,5,5,5,4,4,5,
Rater_12,AI accessibility research,45,4,4,5,5,4,4,4,4,4,4,5,4,4,5,5,
Rater_12,AI accessibility research,46,5,5,4,4,5,5,5,4,4,4,5,4,4,4,5,
Rater_12,AI accessibility research,47,4,5,4,5,4,4,4,4,4,4,4,4,4,4,5,
Rater_12,AI accessibility research,48,5,4,4,4,4,5,5,4,4,4,5,5,5,4,5,
Rater_12,AI accessibility research,49,4,5,4,4,4,4,4,4,4,4,5,5,4,5,4,
Rater_12,AI accessibility research,50,4,5,4,4,4,4,4,4,4,4,5,4,4,5,4,
Rater_12,AI accessibility research,51,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,
Rater_12,AI accessibility research,52,4,4,5,4,4,4,4,4,4,4,5,4,5,4,4,
Rater_12,AI accessibility research,53,5,4,5,4,5,4,5,4,5,4,4,4,5,4,4,
Rater_12,AI accessibility research,54,4,5,4,4,5,4,4,4,4,4,5,4,4,4,4,
Rater_12,AI accessibility research,55,5,4,4,5,5,4,4,4,4,5,5,4,4,5,4,
Rater_12,AI accessibility research,56,4,4,4,4,4,4,5,4,4,4,5,5,5,4,5,
Rater_12,AI accessibility research,57,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Rater_12,AI accessibility research,58,4,5,4,4,4,4,5,4,4,4,5,5,4,4,4,
Rater_12,AI accessibility research,59,4,5,5,4,4,5,4,4,4,4,5,4,4,4,4,
